"altura","peso","imc","sexo","escolaridade","profissao","fumante","fumante.n","salario","carro","filho"
"11072",1.38,50.11,26.31,"M","Doutorado","Biológicas","não",0,3028.25,1,2
"11073",1.66,61.48,22.31,"F","Doutorado","Humanas","não",0,3348.37,0,1
"11074",1.39,50.65,26.21,"F","1º Grau","Humanas","sim",1,3653.64,2,1
"11075",1.41,51.33,25.82,"M","Doutorado","Biológicas","não",0,3900.46,3,2
"11076",1.6,58.87,23,"F","PósDoc","Biológicas","sim",1,2592.17,3,0
"11077",1.58,58.12,23.28,"F","3º Grau","Exatas","sim",1,2941.03,1,2
"11078",1.41,51.22,25.76,"M","PósDoc","Humanas","sim",1,2682.91,0,1
"11079",1.62,59.68,22.74,"M","Mestrado","Biológicas","não",0,2906.58,0,0
"11080",1.66,61.5,22.32,"F","Mestrado","Biológicas","não",0,3287.87,0,0
"11081",1.59,58.69,23.22,"M","Mestrado","Humanas","sim",1,2729.95,3,0
"11082",1.52,55.88,24.19,"F","Doutorado","Biológicas","não",0,3290.93,1,1
"11083",1.5,54.83,24.37,"M","Doutorado","Exatas","sim",1,3227.16,3,2
"11084",1.61,59.31,22.88,"F","2º Grau","Exatas","sim",1,3636.81,3,1
"11085",1.64,60.71,22.57,"M","3º Grau","Exatas","sim",1,3155.52,3,0
"11086",1.42,51.66,25.62,"M","Analfabeto","Biológicas","sim",1,2765.69,3,1
"11087",1.53,56.38,24.08,"F","PósDoc","Humanas","não",0,3296.83,3,0
"11088",1.52,55.73,24.12,"F","PósDoc","Exatas","sim",1,2758.22,2,0
"11089",1.25,44.82,28.68,"F","Doutorado","Humanas","sim",1,3063.6,3,0
"11090",1.57,57.72,23.42,"M","Analfabeto","Exatas","não",0,3013.86,3,2
"11091",1.39,50.64,26.21,"M","PósDoc","Exatas","sim",1,2316.18,2,0
"11092",1.56,57.54,23.64,"F","Doutorado","Exatas","sim",1,3201.03,2,0
"11093",1.47,53.78,24.89,"F","Doutorado","Humanas","não",0,2857.73,1,1
"11094",1.41,51.34,25.82,"F","Analfabeto","Biológicas","sim",1,3139.64,0,2
"11095",1.55,56.91,23.69,"M","Mestrado","Humanas","sim",1,3513.01,1,2
"11096",1.47,53.62,24.81,"F","PósDoc","Biológicas","não",0,3206.69,0,2
"11097",1.63,60.16,22.64,"M","1º Grau","Exatas","não",0,2779.7,0,2
"11098",1.52,55.95,24.22,"F","3º Grau","Biológicas","não",0,2409.22,0,2
"11099",1.48,54.27,24.78,"F","3º Grau","Humanas","não",0,2564.7,2,0
"11100",1.51,55.51,24.35,"F","Doutorado","Biológicas","não",0,2910.29,2,1
"11101",1.57,57.6,23.37,"M","3º Grau","Biológicas","sim",1,3077.91,2,2
"11102",1.63,60.18,22.65,"M","Doutorado","Biológicas","sim",1,3636.44,1,1
"11103",1.62,59.75,22.77,"M","2º Grau","Biológicas","sim",1,3106,3,0
"11104",1.56,57.24,23.52,"F","Mestrado","Humanas","sim",1,2564.64,1,0
"11105",1.48,54.12,24.71,"F","2º Grau","Biológicas","não",0,3325.96,0,2
"11106",1.44,52.49,25.31,"F","PósDoc","Biológicas","não",0,3086.75,3,2
"11107",1.66,61.26,22.23,"F","1º Grau","Exatas","sim",1,2478.25,2,2
"11108",1.66,61.24,22.22,"F","1º Grau","Biológicas","não",0,2072.17,1,1
"11109",1.59,58.77,23.25,"M","Doutorado","Biológicas","não",0,2984.29,0,2
"11110",1.46,53.41,25.06,"M","1º Grau","Exatas","sim",1,2941.48,3,1
"11111",1.55,57.16,23.79,"F","Mestrado","Humanas","sim",1,2586.87,3,0
"11112",1.34,48.51,27.02,"F","Analfabeto","Humanas","não",0,2986,0,0
"11113",1.56,57.2,23.5,"F","Mestrado","Biológicas","sim",1,3413.04,1,2
"11114",1.36,49.21,26.61,"F","Analfabeto","Humanas","não",0,3228.79,2,2
"11115",1.51,55.59,24.38,"M","1º Grau","Biológicas","sim",1,2791.68,3,0
"11116",1.62,59.93,22.84,"M","1º Grau","Biológicas","sim",1,2969.54,1,1
"11117",1.41,51.36,25.83,"M","3º Grau","Exatas","sim",1,3358.12,3,0
"11118",1.6,59.1,23.09,"M","PósDoc","Humanas","sim",1,2779.49,2,2
"11119",1.44,52.42,25.28,"F","2º Grau","Humanas","não",0,3032.54,2,1
"11120",1.48,54.04,24.67,"F","3º Grau","Biológicas","sim",1,2789.98,1,1
"11121",1.51,55.31,24.26,"M","Mestrado","Exatas","sim",1,2594.05,3,0
"11122",1.46,53.53,25.11,"M","PósDoc","Humanas","não",0,2710.86,0,2
"11123",1.56,57.29,23.54,"F","Mestrado","Exatas","não",0,2680.06,1,2
"11124",1.6,59.01,23.05,"M","Mestrado","Humanas","sim",1,3622.84,1,0
"11125",1.42,51.61,25.6,"F","2º Grau","Exatas","sim",1,2363.68,0,2
"11126",1.49,54.47,24.53,"M","Analfabeto","Exatas","sim",1,3635.7,2,0
"11127",1.52,55.74,24.13,"M","Doutorado","Exatas","sim",1,3998.14,3,2
"11128",1.41,51.6,25.95,"F","2º Grau","Exatas","não",0,3305.41,3,0
"11129",1.39,50.42,26.1,"M","2º Grau","Exatas","não",0,3070.61,0,1
"11130",1.49,54.61,24.6,"F","Doutorado","Exatas","não",0,2916.19,2,2
"11131",1.52,55.77,24.14,"M","PósDoc","Biológicas","sim",1,2876.03,0,1
"11132",1.45,53.15,25.28,"M","Mestrado","Biológicas","sim",1,2583.81,1,2
"11133",1.35,49.03,26.9,"M","3º Grau","Biológicas","não",0,2923.4,2,1
"11134",1.39,50.7,26.24,"M","PósDoc","Exatas","não",0,2652.3,2,0
"11135",1.27,45.97,28.5,"F","1º Grau","Exatas","não",0,2698.28,3,0
"11136",1.49,54.65,24.62,"F","3º Grau","Exatas","não",0,2893.43,2,2
"11137",1.7,62.84,21.74,"M","Analfabeto","Exatas","não",0,2340.06,3,1
"11138",1.35,48.99,26.88,"M","Mestrado","Biológicas","não",0,2731.51,3,0
"11139",1.44,52.78,25.45,"F","Mestrado","Biológicas","não",0,2852.78,1,1
"11140",1.36,49.39,26.7,"M","Doutorado","Exatas","não",0,2977.76,2,2
"11141",1.54,56.6,23.87,"F","2º Grau","Exatas","não",0,2801.03,2,0
"11142",1.43,52.36,25.61,"F","3º Grau","Humanas","sim",1,3110.09,1,0
"11143",1.45,53.04,25.23,"F","2º Grau","Exatas","sim",1,3453.74,1,1
"11144",1.5,55.08,24.48,"F","Mestrado","Exatas","sim",1,2981.88,1,1
"11145",1.51,55.38,24.29,"F","1º Grau","Humanas","não",0,3445.05,2,0
"11146",1.38,50.12,26.32,"F","3º Grau","Biológicas","não",0,2793.24,1,0
"11147",1.64,60.77,22.59,"F","Analfabeto","Humanas","sim",1,2744.34,1,1
"11148",1.59,58.55,23.16,"F","PósDoc","Exatas","sim",1,2554.5,1,1
"11149",1.49,54.58,24.58,"F","Analfabeto","Biológicas","não",0,3851.56,2,1
"11150",1.66,61.33,22.26,"M","Analfabeto","Humanas","não",0,3379.8,3,2
"11151",1.37,49.66,26.46,"M","2º Grau","Biológicas","não",0,3233.2,1,2
"11152",1.47,53.74,24.87,"F","Analfabeto","Exatas","sim",1,2695.03,0,1
"11153",1.7,62.84,21.74,"F","2º Grau","Humanas","não",0,3234.86,0,0
"11154",1.32,47.78,27.42,"M","1º Grau","Biológicas","não",0,3187.15,1,1
"11155",1.37,49.98,26.63,"M","Analfabeto","Biológicas","não",0,2465.69,1,2
"11156",1.47,53.83,24.91,"M","Mestrado","Biológicas","não",0,2768.35,1,0
"11157",1.52,55.62,24.07,"M","PósDoc","Exatas","não",0,3034.94,1,1
"11158",1.38,50.33,26.43,"M","Mestrado","Biológicas","não",0,3156.3,0,2
"11159",1.46,53.57,25.13,"F","Mestrado","Exatas","não",0,2193.25,1,2
"11160",1.35,49.08,26.93,"F","2º Grau","Humanas","sim",1,3156.24,0,0
"11161",1.54,56.47,23.81,"F","2º Grau","Exatas","não",0,3131.56,0,2
"11162",1.6,58.83,22.98,"F","3º Grau","Biológicas","sim",1,3340.76,1,1
"11163",1.48,54,24.65,"M","1º Grau","Exatas","não",0,3033.33,2,0
"11164",1.62,59.96,22.85,"F","PósDoc","Humanas","não",0,3825.71,3,2
"11165",1.44,52.65,25.39,"M","Analfabeto","Humanas","não",0,2693.53,2,1
"11166",1.52,55.84,24.17,"M","Analfabeto","Biológicas","não",0,3065.21,3,1
"11167",1.42,51.68,25.63,"F","2º Grau","Biológicas","sim",1,4109.36,1,1
"11168",1.49,54.56,24.58,"M","Doutorado","Humanas","sim",1,3158.02,3,2
"11169",1.5,55.14,24.51,"M","PósDoc","Exatas","não",0,2356.59,1,1
"11170",1.39,50.41,26.09,"M","PósDoc","Biológicas","não",0,3176.97,3,2
"11171",1.53,56.37,24.08,"F","2º Grau","Biológicas","não",0,3519.66,1,2
"11172",1.6,59.07,23.07,"F","2º Grau","Humanas","não",0,3228.16,2,1
"11173",1.57,57.98,23.52,"M","Analfabeto","Humanas","sim",1,3477.97,0,1
"11174",1.62,59.67,22.74,"F","Mestrado","Humanas","sim",1,3508.48,1,2
"11175",1.49,54.44,24.52,"M","3º Grau","Biológicas","não",0,3185.93,1,2
"11176",1.47,53.98,24.98,"M","Analfabeto","Humanas","não",0,2132.16,0,1
"11177",1.58,58.29,23.35,"M","Doutorado","Exatas","sim",1,1986.38,3,1
"11178",1.42,51.89,25.73,"M","PósDoc","Biológicas","não",0,3166.4,3,2
"11179",1.5,55.19,24.53,"M","Mestrado","Humanas","sim",1,2713.32,0,1
"11180",1.45,53.18,25.29,"F","Mestrado","Humanas","sim",1,3090.83,0,1
"11181",1.61,59.21,22.84,"M","3º Grau","Biológicas","não",0,3130.97,3,0
"11182",1.42,51.98,25.78,"M","PósDoc","Humanas","não",0,2569.97,3,1
"11183",1.48,54.39,24.83,"F","1º Grau","Humanas","não",0,2987.8,2,2
"11184",1.42,51.61,25.6,"F","3º Grau","Biológicas","sim",1,3078.15,0,0
"11185",1.49,54.51,24.55,"M","Analfabeto","Exatas","não",0,2703.61,0,1
"11186",1.62,59.7,22.75,"F","2º Grau","Biológicas","não",0,2914.07,2,2
"11187",1.61,59.28,22.87,"F","3º Grau","Biológicas","sim",1,3541.02,3,2
"11188",1.44,52.72,25.42,"F","Analfabeto","Humanas","não",0,3366.78,2,2
"11189",1.64,60.65,22.55,"F","Mestrado","Biológicas","sim",1,2959.89,3,0
"11190",1.55,57.17,23.8,"F","Doutorado","Humanas","sim",1,3286.84,3,0
"11191",1.43,52.09,25.47,"F","1º Grau","Humanas","sim",1,3288.89,0,1
"11192",1.6,58.87,23,"M","Doutorado","Humanas","sim",1,2777.29,1,1
"11193",1.46,53.41,25.06,"F","Analfabeto","Humanas","sim",1,2896.4,2,0
"11194",1.59,58.74,23.23,"F","Mestrado","Exatas","não",0,2981.82,1,0
"11195",1.61,59.24,22.85,"F","3º Grau","Humanas","não",0,2333.09,3,1
"11196",1.46,53.34,25.02,"M","PósDoc","Exatas","não",0,3431.43,3,0
"11197",1.65,60.89,22.37,"F","PósDoc","Biológicas","sim",1,3578.53,1,1
"11198",1.55,57.15,23.79,"F","2º Grau","Biológicas","não",0,3479.03,2,2
"11199",1.57,57.99,23.53,"F","Doutorado","Humanas","não",0,3353.33,1,0
"11200",1.46,53.42,25.06,"M","Doutorado","Exatas","não",0,3227.58,0,1
"11201",1.42,51.69,25.63,"M","3º Grau","Exatas","não",0,3217.51,1,2
"11202",1.49,54.41,24.51,"F","PósDoc","Biológicas","não",0,2118.23,0,0
"11203",1.66,61.52,22.33,"F","Doutorado","Biológicas","não",0,3347.86,0,1
"11204",1.42,51.7,25.64,"F","2º Grau","Exatas","sim",1,2582.05,1,0
"11205",1.51,55.47,24.33,"F","3º Grau","Biológicas","não",0,3167,0,2
"11206",1.59,58.61,23.18,"M","Mestrado","Biológicas","não",0,3606.35,3,0
"11207",1.53,56.25,24.03,"F","PósDoc","Exatas","sim",1,2942.27,3,2
"11208",1.59,58.44,23.12,"F","PósDoc","Exatas","não",0,2406.64,0,1
"11209",1.48,54.02,24.66,"M","2º Grau","Biológicas","não",0,2881.9,1,2
"11210",1.4,50.9,25.97,"M","Doutorado","Biológicas","não",0,2485.93,1,0
"11211",1.56,57.53,23.64,"M","Analfabeto","Biológicas","sim",1,3236.53,2,2
"11212",1.48,54.29,24.79,"F","2º Grau","Exatas","sim",1,2846.46,0,1
"11213",1.49,54.57,24.58,"M","Analfabeto","Humanas","sim",1,2648.29,3,2
"11214",1.59,58.45,23.12,"F","Analfabeto","Biológicas","sim",1,3507.68,2,2
"11215",1.66,61.57,22.34,"M","2º Grau","Humanas","não",0,2848.53,0,2
"11216",1.43,52.12,25.49,"F","PósDoc","Exatas","sim",1,2494.42,3,2
"11217",1.6,59.15,23.11,"F","Doutorado","Exatas","não",0,2697.99,0,1
"11218",1.74,64.71,21.37,"M","PósDoc","Humanas","sim",1,3432.63,0,2
"11219",1.62,59.72,22.76,"F","3º Grau","Exatas","não",0,2510.79,3,2
"11220",1.52,55.88,24.19,"F","Mestrado","Biológicas","não",0,3339.07,3,2
"11221",1.6,58.86,22.99,"F","Mestrado","Biológicas","não",0,2712.14,3,1
"11222",1.44,52.52,25.33,"M","1º Grau","Humanas","sim",1,2850.91,3,1
"11223",1.61,59.48,22.95,"M","Analfabeto","Biológicas","sim",1,3140.5,3,2
"11224",1.54,56.62,23.87,"F","1º Grau","Biológicas","não",0,3062.26,2,1
"11225",1.51,55.5,24.34,"M","Mestrado","Exatas","não",0,2651.07,0,0
"11226",1.45,53.18,25.29,"M","Mestrado","Humanas","sim",1,3165.59,2,0
"11227",1.68,62.19,22.03,"F","Doutorado","Humanas","sim",1,2636,1,0
"11228",1.51,55.33,24.27,"M","1º Grau","Exatas","sim",1,2896.98,0,2
"11229",1.4,50.89,25.96,"M","3º Grau","Exatas","não",0,3227.64,3,2
"11230",1.42,51.61,25.6,"F","3º Grau","Humanas","não",0,3374.65,1,0
"11231",1.42,51.8,25.69,"M","Mestrado","Humanas","sim",1,2621.01,2,2
"11232",1.47,53.64,24.82,"F","Doutorado","Exatas","não",0,3406.54,3,2
"11233",1.67,61.89,22.19,"F","Mestrado","Biológicas","sim",1,1962.18,1,2
"11234",1.62,59.95,22.84,"M","2º Grau","Humanas","sim",1,3492.71,2,0
"11235",1.56,57.48,23.62,"F","Analfabeto","Biológicas","não",0,2990.81,2,0
"11236",1.45,52.92,25.17,"M","3º Grau","Biológicas","não",0,2497.04,3,2
"11237",1.37,49.91,26.59,"F","Analfabeto","Humanas","não",0,2667.47,1,2
"11238",1.68,62.34,22.09,"F","Mestrado","Biológicas","sim",1,3301.74,0,2
"11239",1.55,57.05,23.75,"M","Analfabeto","Exatas","sim",1,2920.23,1,2
"11240",1.56,57.35,23.57,"F","3º Grau","Exatas","sim",1,3098.05,0,0
"11241",1.53,56.1,23.97,"F","Analfabeto","Biológicas","não",0,2691.67,0,0
"11242",1.65,60.83,22.34,"F","Mestrado","Biológicas","não",0,3272.91,0,1
"11243",1.6,59.13,23.1,"F","PósDoc","Exatas","sim",1,3218.91,0,0
"11244",1.47,53.89,24.94,"F","PósDoc","Humanas","não",0,3410.24,3,0
"11245",1.56,57.5,23.63,"F","Mestrado","Humanas","sim",1,3454.9,0,0
"11246",1.48,54.15,24.72,"F","Analfabeto","Exatas","não",0,3227.51,0,0
"11247",1.34,48.52,27.02,"M","Doutorado","Exatas","não",0,2834.15,2,0
"11248",1.55,57.15,23.79,"F","Mestrado","Exatas","não",0,2636.25,1,2
"11249",1.39,50.49,26.13,"F","Doutorado","Biológicas","sim",1,4034,0,2
"11250",1.57,57.68,23.4,"M","PósDoc","Exatas","sim",1,2695.75,3,2
"11251",1.62,59.64,22.73,"F","Doutorado","Biológicas","não",0,2337.65,0,2
"11252",1.53,56.2,24.01,"F","Doutorado","Humanas","não",0,2351.45,1,0
"11253",1.48,54.27,24.78,"F","Mestrado","Biológicas","não",0,2945.75,1,1
"11254",1.37,49.65,26.45,"M","2º Grau","Humanas","não",0,2819.01,2,2
"11255",1.46,53.23,24.97,"F","Doutorado","Humanas","não",0,3168.2,0,0
"11256",1.38,50.21,26.37,"M","PósDoc","Humanas","sim",1,2684.48,1,0
"11257",1.42,51.74,25.66,"F","PósDoc","Exatas","não",0,3335.14,0,1
"11258",1.33,48.36,27.34,"F","1º Grau","Biológicas","não",0,2651.35,2,1
"11259",1.56,57.27,23.53,"F","3º Grau","Biológicas","sim",1,2447.02,0,2
"11260",1.66,61.59,22.35,"F","PósDoc","Exatas","sim",1,3429.82,1,0
"11261",1.6,59,23.05,"F","3º Grau","Exatas","sim",1,3085.81,2,2
"11262",1.59,58.64,23.2,"F","Doutorado","Biológicas","sim",1,3543.69,3,0
"11263",1.59,58.68,23.21,"F","3º Grau","Humanas","não",0,3322.99,3,0
"11264",1.31,47.38,27.61,"M","2º Grau","Exatas","não",0,3392.37,0,2
"11265",1.61,59.47,22.94,"M","2º Grau","Exatas","não",0,3011.65,1,0
"11266",1.74,64.74,21.38,"M","PósDoc","Humanas","não",0,3405.96,0,1
"11267",1.38,50.2,26.36,"M","3º Grau","Exatas","sim",1,2949.89,0,0
"11268",1.59,58.65,23.2,"M","PósDoc","Humanas","sim",1,2901.51,0,1
"11269",1.55,57.04,23.74,"M","Analfabeto","Humanas","não",0,2762.74,1,1
"11270",1.49,54.63,24.61,"F","3º Grau","Exatas","sim",1,3346.61,3,0
"11271",1.55,57.04,23.74,"M","1º Grau","Humanas","não",0,3252.33,3,1
"11272",1.45,52.95,25.18,"F","Analfabeto","Biológicas","sim",1,3000.01,3,1
"11273",1.33,48.16,27.23,"F","1º Grau","Exatas","não",0,3056.76,1,2
"11274",1.52,55.78,24.14,"F","3º Grau","Humanas","sim",1,3814.8,3,2
"11275",1.55,56.92,23.69,"F","Mestrado","Humanas","não",0,3168.23,0,1
"11276",1.55,57.06,23.75,"M","1º Grau","Exatas","sim",1,3861.66,0,1
"11277",1.24,44.79,29.13,"F","Doutorado","Humanas","não",0,3215.12,3,1
"11278",1.62,59.87,22.81,"F","2º Grau","Biológicas","não",0,2787.84,2,2
"11279",1.73,64.02,21.39,"F","Analfabeto","Exatas","sim",1,2679.42,1,2
"11280",1.56,57.57,23.66,"F","PósDoc","Humanas","não",0,2316.26,1,0
"11281",1.36,49.44,26.73,"F","PósDoc","Exatas","sim",1,3731.69,3,0
"11282",1.62,59.61,22.71,"M","Mestrado","Humanas","sim",1,2637.42,0,2
"11283",1.4,51.17,26.11,"M","2º Grau","Humanas","não",0,3200.85,2,1
"11284",1.53,56.16,23.99,"M","1º Grau","Humanas","não",0,3784.05,1,1
"11285",1.61,59.27,22.87,"M","Doutorado","Humanas","não",0,2559.68,2,1
"11286",1.59,58.49,23.14,"F","1º Grau","Humanas","não",0,3273.66,1,1
"11287",1.5,55.18,24.52,"F","PósDoc","Humanas","não",0,3296.17,3,1
"11288",1.48,54.34,24.81,"F","PósDoc","Exatas","sim",1,2913.12,1,0
"11289",1.53,56,23.92,"M","Mestrado","Exatas","sim",1,3528.26,0,1
"11290",1.58,58.07,23.26,"F","Mestrado","Humanas","não",0,3342,2,0
"11291",1.45,53.13,25.27,"F","Doutorado","Exatas","sim",1,2775.82,3,1
"11292",1.59,58.71,23.22,"M","1º Grau","Biológicas","sim",1,3065.66,3,0
"11293",1.48,54.15,24.72,"M","Doutorado","Humanas","não",0,3451.8,3,2
"11294",1.54,56.47,23.81,"M","3º Grau","Exatas","não",0,3331.57,0,1
"11295",1.29,46.66,28.04,"M","Doutorado","Biológicas","não",0,2157.87,3,1
"11296",1.56,57.51,23.63,"F","1º Grau","Humanas","não",0,2859.37,1,1
"11297",1.76,65.57,21.17,"M","3º Grau","Biológicas","não",0,2762.01,2,1
"11298",1.52,55.83,24.16,"F","Analfabeto","Biológicas","não",0,2966.92,0,2
"11299",1.56,57.25,23.52,"F","3º Grau","Humanas","sim",1,3353.65,1,2
"11300",1.56,57.44,23.6,"F","Doutorado","Humanas","não",0,2894.99,1,2
"11301",1.45,52.91,25.17,"F","PósDoc","Exatas","não",0,2672.76,1,0
"11302",1.74,64.69,21.37,"M","2º Grau","Humanas","não",0,3274.05,1,0
"11303",1.51,55.47,24.33,"F","1º Grau","Biológicas","sim",1,2972.95,0,2
"11304",1.49,54.78,24.67,"F","3º Grau","Biológicas","sim",1,3417.41,0,2
"11305",1.42,51.99,25.78,"F","PósDoc","Exatas","não",0,2409.68,3,2
"11306",1.46,53.38,25.04,"F","2º Grau","Biológicas","não",0,2964.53,3,0
"11307",1.32,47.91,27.5,"M","Mestrado","Exatas","sim",1,3186.7,3,1
"11308",1.51,55.22,24.22,"F","2º Grau","Exatas","não",0,2240.27,2,2
"11309",1.52,55.78,24.14,"F","Analfabeto","Biológicas","sim",1,4122.39,1,1
"11310",1.41,51.3,25.8,"F","3º Grau","Biológicas","sim",1,2939.14,2,2
"11311",1.52,55.89,24.19,"M","Doutorado","Biológicas","não",0,3011.91,1,1
"11312",1.41,51.23,25.77,"F","1º Grau","Biológicas","não",0,2551.29,1,2
"11313",1.51,55.47,24.33,"F","Doutorado","Humanas","sim",1,3192.09,1,2
"11314",1.58,58.36,23.38,"M","1º Grau","Exatas","não",0,2823.36,0,1
"11315",1.5,54.91,24.4,"M","Analfabeto","Exatas","sim",1,3375.26,1,2
"11316",1.42,51.7,25.64,"F","1º Grau","Biológicas","sim",1,2740.13,2,2
"11317",1.57,57.89,23.49,"M","Analfabeto","Humanas","não",0,3105.73,2,1
"11318",1.55,57.02,23.73,"F","3º Grau","Humanas","sim",1,3284.39,3,1
"11319",1.51,55.54,24.36,"M","2º Grau","Exatas","não",0,3348.38,1,2
"11320",1.83,68.4,20.42,"F","Mestrado","Biológicas","não",0,3533.79,0,2
"11321",1.47,53.86,24.92,"F","2º Grau","Humanas","não",0,3630.42,0,0
"11322",1.68,62.23,22.05,"F","3º Grau","Humanas","não",0,3683.27,2,0
"11323",1.44,52.4,25.27,"M","1º Grau","Biológicas","não",0,3026.89,0,1
"11324",1.42,51.69,25.63,"F","Analfabeto","Humanas","sim",1,2056.54,2,1
"11325",1.53,56.34,24.07,"M","PósDoc","Biológicas","não",0,2793.86,1,1
"11326",1.37,49.74,26.5,"M","2º Grau","Biológicas","não",0,2691.66,2,1
"11327",1.5,55.11,24.49,"M","1º Grau","Exatas","sim",1,2627.68,2,1
"11328",1.39,50.77,26.28,"M","Analfabeto","Biológicas","não",0,3424.7,3,0
"11329",1.48,54.09,24.69,"M","Analfabeto","Biológicas","não",0,2314.21,3,0
"11330",1.62,59.66,22.73,"M","Analfabeto","Biológicas","não",0,2772.71,3,2
"11331",1.8,66.92,20.65,"M","1º Grau","Humanas","não",0,3060.27,1,2
"11332",1.47,53.93,24.96,"M","2º Grau","Exatas","não",0,3387.62,2,2
"11333",1.49,54.49,24.54,"M","Doutorado","Humanas","sim",1,3191.97,3,2
"11334",1.3,47.11,27.88,"F","Analfabeto","Exatas","não",0,3693.26,1,2
"11335",1.55,56.89,23.68,"M","Doutorado","Biológicas","não",0,3138.88,2,2
"11336",1.48,54,24.65,"M","1º Grau","Biológicas","sim",1,2311.71,2,2
"11337",1.52,55.66,24.09,"M","Mestrado","Exatas","não",0,3537.1,2,0
"11338",1.39,50.4,26.09,"F","Mestrado","Humanas","sim",1,2747.52,1,1
"11339",1.49,54.7,24.64,"M","Mestrado","Exatas","não",0,3145.95,0,2
"11340",1.59,58.57,23.17,"M","PósDoc","Biológicas","não",0,3392.72,3,1
"11341",1.54,56.53,23.84,"F","Analfabeto","Humanas","não",0,2591.82,2,2
"11342",1.31,47.38,27.61,"M","Analfabeto","Humanas","não",0,2644.6,0,2
"11343",1.41,51.31,25.81,"M","PósDoc","Biológicas","não",0,3674.62,0,2
"11344",1.63,60.23,22.67,"F","1º Grau","Exatas","sim",1,2419.58,0,0
"11345",1.56,57.58,23.66,"M","1º Grau","Biológicas","sim",1,2814.07,2,2
"11346",1.46,53.27,24.99,"F","Analfabeto","Exatas","não",0,2471.59,2,0
"11347",1.48,54.25,24.77,"F","2º Grau","Exatas","não",0,3524,2,1
"11348",1.36,49.38,26.7,"M","1º Grau","Exatas","sim",1,2554.8,2,0
"11349",1.55,56.95,23.7,"F","Mestrado","Exatas","sim",1,2998.6,1,1
"11350",1.44,52.68,25.41,"M","1º Grau","Biológicas","não",0,3184.51,2,2
"11351",1.58,58.28,23.35,"F","1º Grau","Exatas","sim",1,2275.97,2,1
"11352",1.59,58.54,23.16,"M","Mestrado","Biológicas","não",0,3745.47,2,1
"11353",1.58,58.12,23.28,"F","Analfabeto","Biológicas","não",0,2856.32,3,1
"11354",1.51,55.24,24.23,"M","Analfabeto","Exatas","não",0,2752.2,3,2
"11355",1.65,60.89,22.37,"F","Analfabeto","Humanas","não",0,2469.82,1,1
"11356",1.47,53.67,24.84,"M","2º Grau","Exatas","sim",1,2980.77,3,2
"11357",1.52,55.62,24.07,"F","3º Grau","Exatas","não",0,3194.33,2,1
"11358",1.62,59.67,22.74,"F","Doutorado","Humanas","sim",1,3822.71,2,1
"11359",1.63,60.32,22.7,"F","Analfabeto","Exatas","não",0,3411.92,1,1
"11360",1.52,55.87,24.18,"F","3º Grau","Humanas","não",0,2701.15,2,2
"11361",1.57,57.61,23.37,"M","Mestrado","Exatas","sim",1,3076.36,2,2
"11362",1.6,59.16,23.11,"M","PósDoc","Biológicas","não",0,3559.46,3,0
"11363",1.52,55.95,24.22,"F","1º Grau","Biológicas","não",0,2466.43,2,2
"11364",1.55,56.98,23.72,"F","2º Grau","Exatas","não",0,2684.72,1,0
"11365",1.46,53.41,25.06,"M","2º Grau","Humanas","sim",1,3096.29,0,1
"11366",1.56,57.56,23.65,"M","1º Grau","Biológicas","não",0,2896.24,2,1
"11367",1.58,58.36,23.38,"M","Doutorado","Biológicas","não",0,2935.49,2,2
"11368",1.53,56.37,24.08,"F","Doutorado","Biológicas","não",0,3511.43,0,2
"11369",1.54,56.53,23.84,"M","3º Grau","Biológicas","sim",1,3011.73,3,2
"11370",1.45,52.95,25.18,"F","Analfabeto","Biológicas","não",0,2807.88,2,0
"11371",1.45,53.17,25.29,"M","1º Grau","Biológicas","sim",1,2835.75,2,0
"11372",1.33,48.08,27.18,"F","1º Grau","Exatas","sim",1,3596.96,0,2
"11373",1.74,64.57,21.33,"F","1º Grau","Exatas","sim",1,3057.81,3,0
"11374",1.46,53.42,25.06,"F","3º Grau","Exatas","não",0,3278.9,0,0
"11375",1.43,52.14,25.5,"M","Doutorado","Exatas","não",0,2786.42,2,2
"11376",1.44,52.53,25.33,"M","Mestrado","Humanas","não",0,3784.87,3,2
"11377",1.46,53.2,24.96,"F","PósDoc","Exatas","sim",1,2778.08,1,2
"11378",1.62,59.8,22.79,"M","1º Grau","Humanas","não",0,3162.25,3,2
"11379",1.52,55.79,24.15,"M","Doutorado","Biológicas","não",0,2822.7,3,1
"11380",1.45,52.86,25.14,"M","PósDoc","Humanas","sim",1,3215.29,0,2
"11381",1.63,60.02,22.59,"M","1º Grau","Exatas","não",0,3284.64,2,1
"11382",1.48,54.18,24.74,"F","2º Grau","Humanas","não",0,3378.43,1,0
"11383",1.56,57.43,23.6,"F","PósDoc","Biológicas","sim",1,3755.22,1,1
